# Silica Networks Geofeed — RFC 8805
# prefix,CC,region,city,cp

179.60.231.0/24,AR,AR-L,Eduardo Castex,
168.90.74.0/24,AR,AR-L,General Pico,
181.232.160.0/22,AR,AR-S,Santa Fe,
2803:e310::/32,AR,AR-S,Santa Fe,
2803:b920::/32,PY,PY-19,Filadelfia,
138.99.100.0/22,PY,PY-14,Nueva Esperanza,
2803:a040::/32,PY,PY-14,Nueva Esperanza,
2803:d50::/36,PE,PE-HUV,Tayacaja,
2803:d50:1000::/36,PE,PE-HUV,Tayacaja,
2803:d50:2000::/36,PE,PE-HUV,Tayacaja,
2803:d50:3000::/36,PE,PE-HUV,Tayacaja,
2803:d50:4000::/36,PE,PE-HUV,Tayacaja,
2803:d50:5000::/36,PE,PE-HUV,Tayacaja,
2803:d50:6000::/36,PE,PE-HUV,Tayacaja,
2803:d50:7000::/36,PE,PE-HUV,Tayacaja,
2803:d50:8000::/36,PE,PE-HUV,Acobamba,
2803:d50:9000::/36,PE,PE-HUV,Acobamba,
2803:d50:a000::/36,PE,PE-HUV,Acobamba,
2803:d50:b000::/36,PE,PE-HUV,Acobamba,
2803:d50:c000::/36,PE,PE-LIM,Huarochiri,
2803:d50:d000::/36,PE,PE-LIM,Huarochiri,
2803:d50:e000::/36,PE,PE-LIM,Huarochiri,
2803:d50:f000::/36,PE,PE-LIM,Huarochiri,
2801:1f:8800::/48,CO,CO-DC,Bogota,
200.229.252.0/22,AR,AR-S,Rosario,
2803:3180::/32,AR,AR-S,Rosario,
45.171.112.0/22,AR,AR-S,Rosario,
2803:d7a0::/32,AR,AR-S,Rosario,
190.154.136.0/21,EC,EC-G,Guayaquil,
2001:1207::/32,MX,MX-GUA,Dolores Hidalgo Cuna de la Independencia Nacional,
2806:423::/32,MX,MX-QUE,Queretaro,
177.93.142.0/24,MX,MX-GUA,Victoria,
168.205.120.0/22,AR,AR-M,,
45.171.36.0/22,AR,AR-M,,
2803:9860::/32,AR,AR-M,,
190.121.216.0/23,NL,NL-NH,Amsterdam,
190.121.241.0/24,SG,-,Singapore,
190.105.192.0/24,SG,-,Singapore,
190.121.222.0/24,FR,FR-R,Paris,
190.98.181.0/24,BR,BR-SP,Sao Paulo,
167.250.134.0/24,CO,,,
181.188.234.0/24,EC,EC-P,Quito,
2803:b790:100::/40,EC,EC-O,MACHALA,
2803:b790:200::/40,EC,EC-O,MACHALA,
2803:b790:300::/40,EC,EC-O,MACHALA,
2803:b790:400::/40,EC,EC-O,MACHALA,
2803:b790:500::/40,EC,EC-O,MACHALA,
2803:b790:600::/40,EC,EC-O,MACHALA,
2803:b790:700::/40,EC,EC-O,MACHALA,
2803:b790:800::/40,EC,EC-O,MACHALA,
2803:b790:900::/40,EC,EC-O,MACHALA,
138.99.148.0/22,MX,MX-MIC,morelia,
2806:206::/32,MX,MX-MIC,morelia,
164.163.188.0/22,MX,MX-MIC,Morelia,
2806:2ed::/32,MX,MX-MIC,Morelia,
45.179.192.0/22,PY,PY-10,Ciudad del Este,
2803:2e60::/32,PY,PY-10,Ciudad del Este,
2806:32e:9000::/40,MX,MX-SON,hermosillo,
2806:32e:6000::/40,MX,MX-SIN,mochis,
2001:1207:ff80::/42,MX,MX-GUA,Dolores Hidalgo Cuna de la Independencia Nacional,
2001:1207:ffc0::/42,MX,MX-GUA,Dolores Hidalgo Cuna de la Independencia Nacional,
2001:1207:e000::/36,MX,MX-GUA,Dolores Hidalgo Cuna de la Independencia Nacional,
2803:ed50::/32,PE,PE-ICA,Ica,
138.186.8.0/24,CL,CL-RM,Santiago,
138.186.9.0/24,CL,CL-RM,Santiago,
138.186.10.0/24,CL,CL-RM,Santiago,
138.186.11.0/24,CL,CL-RM,Santiago,
138.84.58.0/24,BR,BR-DF,Brasilia,
138.84.59.0/24,BR,BR-DF,Brasilia,
190.103.96.0/24,CO,CO-DC,Bogota,
138.84.62.0/24,AR,AR-C,Buenos Aires,
45.4.204.0/23,GB,GB-ENG,London,
2803:ce10:4a::/48,EC,EC-R,VINCES,
2803:ce10:4b::/48,EC,EC-G,Jujan,
2803:de80::/32,CO,CO-VAC,Yotoco,
2803:56a0:2000::/40,PE,PE-PIU,Piura,
2803:56a0:2100::/40,PE,PE-PIU,Piura,
2803:56a0:2200::/40,PE,PE-PIU,Piura,
2803:56a0::/40,EC,EC-L,Loja,
2803:56a0:100::/40,EC,EC-L,Loja,
2803:56a0:300::/40,EC,EC-L,Loja,
2803:56a0:400::/40,EC,EC-L,Loja,
2803:56a0:500::/40,EC,EC-L,Catamayo,
2803:56a0:600::/40,EC,EC-L,Catamayo,
2803:56a0:700::/40,EC,EC-L,Catamayo,
2803:56a0:800::/40,EC,EC-L,Catamayo,
2803:56a0:900::/40,EC,EC-L,Catamayo,
2803:56a0:a00::/40,EC,EC-Z,Zamora,
2803:56a0:b00::/40,EC,EC-Z,Zamora,
2803:56a0:c00::/40,EC,EC-Z,Zamora,
181.79.195.0/24,GT,GT-GU,Ciudad de guatemala,
2806:3fa::/32,MX,MX-QUE,PEDRO ESCOBEDO,
200.41.15.0/24,PE,PE-LIM,Lima,
200.41.14.0/27,PE,PE-LIM,Lima,
200.41.14.64/27,PE,PE-LIM,Lima,
200.41.14.128/27,PE,PE-LIM,Lima,
200.41.14.224/27,PE,PE-LIM,Lima,
200.41.14.48/28,PE,PE-LIM,Lima,
200.41.14.208/28,PE,PE-LIM,Lima,
203.20.86.0/24,PY,PY-7,Obligado,
2803:d590::/32,CO,CO-NSA,Cucuta,
190.98.148.112/28,PE,PE-LIM,Lima,
2803:7990::/32,PY,PY-2,Colonia Volendam,
45.188.76.0/22,MX,MX-TAB,Villahermosa,
2806:365::/32,MX,MX-TAB,Villahermosa,
2803:9a50:3::/48,CO,CO-NSA,Cucuta,
181.79.212.0/22,GT,GT-GU,Ciudad de guatemala,
138.84.63.0/24,AR,AR-C,Buenos Aires,
167.249.28.0/24,PE,PE-LIM,Lima,
2803:e90::/32,DO,DO-22,San Juan,
170.80.92.0/22,AR,AR-B,Mar del Plata,
2803:6be0::/36,AR,AR-B,Mar del Plata,
2803:7950::/32,DO,DO-23,San Pedro de Macoris,
2803:8650::/32,PE,PE-CUS,Cusco,
2803:a550::/32,CO,CO-CUN,Pacho,
2801:13:7800::/48,CO,CO-ANT,Sonson,
190.120.249.196/30,VE,VE-D,Caracas,
45.190.87.16/28,EC,EC-R,Montalvo,
190.104.104.0/21,CW,,Willemstad,
190.104.96.0/21,AW,,,
190.89.29.96/30,VE,VE-B,Clarines,
190.103.31.180/30,VE,VE-B,Clarines,
179.63.10.0/24,BR,BR-PR,Foz do Iguazu,
179.63.11.0/24,BR,BR-PR,Foz do Iguazu,
2803:450:100::/40,EC,EC-E,SAN LORENZO,
2803:450:200::/40,EC,EC-E,SAN LORENZO,
2803:450:300::/40,EC,EC-E,SAN LORENZO,
2803:450:b00::/40,EC,EC-I,IBARRA,
2803:450:500::/40,EC,EC-E,SAN LORENZO,
2803:450:400::/40,EC,EC-E,SAN LORENZO,
2803:450:600::/40,EC,EC-E,SAN LORENZO,
2803:450:700::/40,EC,EC-E,SAN LORENZO,
2803:450:800::/40,EC,EC-E,SAN LORENZO,
2803:450:900::/40,EC,EC-E,SAN LORENZO,
2803:450:a00::/40,EC,EC-E,SAN LORENZO,
2803:450:c00::/40,EC,EC-I,IBARRA,
2803:450:d00::/40,EC,EC-I,IBARRA,
2803:450:e00::/40,EC,EC-I,IBARRA,
2803:450:f00::/40,EC,EC-I,IBARRA,
2803:450:1000::/40,EC,EC-I,IBARRA,
2803:450:1100::/40,EC,EC-I,IBARRA,
2803:450:1200::/40,EC,EC-I,IBARRA,
2803:450:1300::/40,EC,EC-I,IBARRA,
2803:450:1400::/40,EC,EC-I,IBARRA,
138.0.240.0/24,US,US-NY,New York,
201.220.160.0/20,AR,AR-Q,San Martin de los Andes,
201.220.176.0/20,AR,AR-Q,San Martin de los Andes,
2803:a450::/32,CO,CO-ANT,Santa Rosa de Osos,
2803:a350::/32,HN,HN-LE,Catacamas,
179.0.12.0/23,AR,AR-Q,Buta Ranquil,
2803:5950::/32,AR,AR-Q,Buta Ranquil,
2801:18d::/44,VE,VE-A,Caracas,
103.133.208.0/22,CO,CO-DC,Bogota,
2806:430::/32,MX,MX-TAM,Nuevo Laredo,
2803:e350::/48,CO,CO-ARA,Saravena,
2803:e350:ff::/48,VE,VE-C,El Nula,
2803:e350:f000::/40,CO,CO-NSA,Toledo,
2803:b850::/42,CO,CO-CUN,Choachi,
2803:b850:0:c00::/55,CO,CO-CUN,Choachi,
190.121.247.0/24,SG,-,Singapore,
190.89.30.216/30,VE,VE-U,Yaritagua,
190.89.29.52/30,VE,VE-U,Chivacoa,
190.120.249.212/30,VE,VE-U,Chivacoa,
45.168.172.0/23,HN,HN-FM,Tegucigalpa,
2801:14c::/44,HN,HN-FM,Tegucigalpa,
2806:427::/32,MX,MX-TAB,NACAJUCA,
2803:c000:13e:1::1b4/126,VE,VE-H,San Carlos,
190.103.31.112/30,VE,VE-H,San Carlos,
200.30.143.0/24,GT,GT-GU,Guatemala,
2803:e350::/36,CO,CO-ARA,Saravena,
2803:e350:1f00:2::/64,CO,CO-ARA,Saravena,
191.52.208.0/24,AR,AR-S,Casilda,
181.79.196.0/24,SV,SV-SS,,
2803:d350::/32,CO,CO-BOY,Tunja,
2803:3450::/32,CO,CO-COR,Monteria,
138.84.49.0/25,CO,CO-DC,Bogota,
138.84.49.128/25,CO,CO-DC,Bogota,
200.81.117.104/29,CO,CO-CUN,Bogota,
2803:5310::/32,AR,AR-B,GONZALES CATAN,
181.177.112.0/24,DE,DE-HH,Hamburg,
138.122.192.0/24,LT,LT-KU,Kaunas,
138.122.195.0/24,LT,LT-KU,Kaunas,
168.90.196.0/24,PT,PT-11,Lisboa,
168.90.199.0/24,PT,PT-11,Lisboa,
2803:8b50::/32,VE,VE-D,MARACAY,
2803:9350::/32,VE,VE-H,san carlos,
168.194.100.0/22,PE,PE-JUN,Huancayo,
2803:b290::/32,DO,DO-14,Nagua,
190.103.28.84/30,VE,VE-M,San Jose de Barlovento,
202.50.254.0/24,MX,MX-CHH,chihuahua,
2806:40d::/32,MX,MX-CHH,chihuahua,
179.0.208.0/20,CR,CR-H,Santa Lucia,
2803:4e80::/32,CR,CR-H,Santa Lucia,
45.175.140.0/24,AR,AR-P,Formosa,
45.175.141.0/24,AR,AR-P,Formosa,
45.175.142.0/24,AR,AR-P,Formosa,
45.175.143.0/24,AR,AR-P,Formosa,
190.109.108.0/24,AR,AR-B,CABA,
190.109.109.0/24,AR,AR-B,CABA,
190.109.110.0/24,AR,AR-B,CABA,
2803:9be0::/32,AR,AR-B,CABA,
190.120.248.12/30,VE,VE-R,Cumana,
148.222.118.0/24,CO,CO-AMA,Leticia,
148.222.119.0/24,BR,BR-AM,Tabatinga,
148.222.113.0/24,PE,PE-LIM,Lima,
148.222.114.0/24,PE,PE-LIM,Lima,
148.222.115.0/24,PE,PE-LIM,Lima,
148.222.116.0/24,PE,PE-LIM,Lima,
148.222.117.0/24,PE,PE-LIM,Lima,
131.108.80.0/22,AR,AR-B,Berazategui,
2803:8380::/32,AR,AR-B,Berazategui,
186.1.248.0/21,VE,VE-A,caracas,
138.84.40.0/25,CO,CO-DC,Bogota,
2806:429::/32,MX,MX-HID,La Mision,
2803:4350:100::/40,EC,EC-G,Guayaquil,
138.84.40.128/25,CO,CO-DC,Bogota,
2803:4350:200::/40,EC,EC-G,Guayaquil,
2803:4350:300::/40,EC,EC-G,Guayaquil,
2803:4350:400::/40,EC,EC-G,Guayaquil,
2803:4350:500::/40,EC,EC-G,Guayaquil,
2803:4350:600::/40,EC,EC-G,Guayaquil,
2803:4350:700::/40,EC,EC-G,Guayaquil,
2803:4350:800::/40,EC,EC-G,Guayaquil,
2803:4350:900::/40,EC,EC-G,Guayaquil,
2803:4350:a00::/40,EC,EC-G,Guayaquil,
190.98.131.0/26,PE,PE-LIM,Lima,
103.99.32.0/24,CO,CO-DC,Bogota,
200.7.206.0/24,EC,EC-G,Guayaquil,
2803:6550::/32,CO,CO-ARA,Saravena,
2803:2b50::/32,CO,CO-PUT,Valle Del Guamuez,
45.229.87.192/26,EC,EC-G,Empalme,
45.160.214.0/24,CL,CL-RM,Isla de Maipo,
45.160.212.0/24,CL,CL-RM,Talagante,
45.160.213.0/24,CL,CL-RM,Isla de Maipo,
200.233.43.0/24,AR,AR-B,Zelaya,
190.98.133.144/29,CO,CO-CUN,Bogota,
2803:1990::/32,CO,CO-DC,Bogota,
189.51.168.0/22,MX,MX-YUC,Merida,
2806:3b2::/32,MX,MX-YUC,Merida,
181.224.222.0/24,CO,CO-SAN,CONTRATACION,
2803:1d50::/32,VE,VE-S,San Rafael del Pinal,
209.45.20.0/24,PE,PE-LIM,Villa El Salvador,
45.232.0.0/22,AR,AR-T,Barrio Interflash,
200.59.208.0/22,CL,CL-RM,Santiago,
2803:91e0::/32,CL,CL-RM,Santiago,
2801:17:7800::/48,UY,UY-MO,,
181.79.197.0/24,GT,GT-GU,,
152.231.25.128/29,CO,CO-CAU,Paez,
181.79.208.0/24,GT,GT-GU,Ciudad de guatemala,
181.79.209.0/24,SV,SV-SS,,
181.79.210.0/24,HN,HN-CR,san pedrosula,
181.79.211.0/24,NI,NI-MN,,
2801:1d:7800::/48,CO,CO-SAN,Bucaramanga,
2803:b390::/32,PE,PE-LIM,lurin,
45.170.12.0/24,US,US-VA,Norfolk,
200.55.27.0/24,MX,MX-CMX,Mexico,
200.55.41.0/24,MX,MX-CMX,Mexico,
201.234.89.0/24,MX,MX-CMX,Mexico,
201.234.96.0/24,MX,MX-CMX,Mexico,
201.234.98.0/24,MX,MX-CMX,Mexico,
2001:13b2::/34,AR,AR-B,Buenos Aires,
2001:13b2:4000::/34,CL,CL-RM,Santiago,
2001:13b2:8000::/34,CO,CO-DC,Bogota,
2001:13b2:c000::/34,CR,CR-SJ,San Jose,
2001:13b3::/34,EC,EC-P,Quito,
2001:13b3:4000::/34,PA,PA-8,Panama,
2001:13b3:8000::/34,PE,PE-LIM,Lima,
2001:13b3:c000::/34,VE,VE-A,Caracas,
2001:13b4:4000::/34,BR,BR-SP,,
191.102.185.0/24,US,US-NY,new york,
148.224.18.0/24,PE,PE-LIM,Lima,
148.224.19.0/24,PE,PE-LIM,Lima,
148.224.20.0/24,PE,PE-LIM,Lima,
181.119.238.0/24,PY,PY-ASU,,
2803:8fd0::/32,VE,VE-S,La Fria,
208.88.68.0/24,MX,MX-GUA,SAN MIGUEL DE ALLENDE,
200.123.51.0/24,CL,CL-RM,Santiago,
190.104.80.0/21,AR,AR-B,Lujan,
2801:19::/48,AR,AR-B,Lujan,
2803:6c30::/32,CO,CO-ANT,Jardin,
190.103.29.212/30,VE,VE-M,Guarenas,
45.170.132.16/30,CL,CL-RM,Santiago de Chile,
2806:44f::/32,MX,MX-BCS,Los Cabos,
190.5.32.0/19,CL,CL-BI,,
2803:3a30::/32,CR,CR-A,Guatuso,
45.190.87.192/29,EC,EC-R,Babahoyo,
2803:f2d0:b8::/48,EC,EC-R,Babahoyo,
2803:7050:402::/48,CO,CO-VAC,Cali,
200.86.64.0/18,CL,CL-RM,Santiago,
200.86.128.0/18,CL,CL-RM,Santiago,
200.86.192.0/18,CL,CL-RM,Santiago,
200.74.64.0/20,CL,CL-RM,Santiago,
200.74.96.0/19,CL,CL-RM,Santiago,
201.241.128.0/17,CL,CL-RM,Santiago,
201.239.0.0/17,CL,CL-RM,Santiago,
201.215.0.0/16,CL,CL-RM,Santiago,
201.214.128.0/17,CL,CL-RM,Santiago,
190.44.0.0/16,CL,CL-RM,Santiago,
2803:1a30::/32,PE,PE-APU,Abancay,
2803:a5c0:6200::/40,CO,CO-NSA,Tibu,
2803:ce30::/32,EC,EC-B,Guaranda,
190.120.254.176/30,VE,VE-P,Guanare,
190.89.29.66/31,VE,VE-R,Carupano,
190.120.250.90/31,VE,VE-G,Valencia,
190.120.250.88/31,VE,VE-H,Tinaquillo,
190.103.30.232/29,VE,VE-X,La Guaira,
190.103.31.208/30,VE,VE-D,Magdaleno,
190.120.250.220/30,VE,VE-B,El Tigre,
190.103.28.148/30,VE,VE-C,San Fernando de Apure,
190.120.253.200/31,VE,VE-J,El Sombrero,
190.8.165.120/30,VE,VE-M,Los Teques,
190.120.254.136/29,VE,VE-G,Valencia,
2803:e650::/32,PE,PE-ANC,HUARAZ,
2803:930::/32,PE,PE-CUS,Cusco,
45.225.44.0/22,EC,EC-H,Riobamba,
2001:13b4:c000::/34,US,US-FL,Miami,
200.7.222.0/24,EC,EC-N,Tena,
45.190.87.24/29,EC,EC-R,Montalvo,
2803:a060::/32,CO,CO-SAN,San Gil,
45.175.236.0/22,MX,MX-HID,Actopan,
2806:33c::/32,MX,MX-HID,Actopan,
2803:eb50::/32,PE,PE-LIM,Lima,
148.224.21.0/24,PE,PE-LIM,Lima,
200.36.159.0/24,AR,AR-W,Esquina,
2803:5c10::/32,AR,AR-W,Esquina,
2803:f080:2c00::/39,EC,EC-B,Bolivar,
2803:f080:2e80::/43,DO,DO-01,Santo Domingo,
181.119.239.0/24,AR,AR-B,Buenos Aires,
181.79.198.0/24,SV,SV-SS,,
2801:1d0::/44,CO,CO-ANT,Envigado,
2803:2c30::/32,VE,VE-I,Coro,
190.98.147.112/29,PE,PE-LIM,Lima,
190.120.248.200/29,VE,VE-G,Moron,
2803:8750::/32,EC,EC-G,Duran,
103.111.40.0/22,GT,GT-SO,Santa Lucia Utatlan,
2803:9d50::/32,GT,GT-SO,Santa Lucia Utatlan,
2803:d850::/32,PE,PE-LIM,Lima,
168.197.218.0/24,AR,AR-N,San Pedro,
190.89.31.20/30,VE,VE-G,Valencia,
190.120.252.152/30,VE,VE-E,Barinas,
181.78.56.0/22,CR,CR-SJ,San Jose,
181.78.62.0/23,NI,NI-MN,,
138.204.168.0/22,PE,PE-LIM,SAN VICENTE DE CANETE,
2803:d750::/32,PE,PE-LIM,SAN VICENTE DE CANETE,
200.123.198.224/27,CU,CU-03,La Habana,
45.235.212.0/22,EC,EC-P,QUITO,
2803:70a0::/32,EC,EC-P,QUITO,
45.65.139.200/30,VE,VE-S,La Grita,
45.65.139.204/30,VE,VE-L,El Vigia,
2803:fc50::/33,CO,CO-CAU,Popayan,
2803:fc50:8000::/33,CO,CO-CAL,Manizales,
201.219.252.0/22,UY,UY-MO,Montevideo,
181.103.0.0/20,PY,PY-ASU,,
201.131.45.0/24,BO,BO-H,SUCRE,
2801:14:6000::/48,BO,BO-H,SUCRE,
181.199.208.16/29,BR,BR-SP,Sao Paulo,
45.170.105.0/24,PY,PY-10,Minga Pora,
2803:c350::/32,GT,GT-GU,Guatemala,
2803:4750::/32,DO,DO-13,Jarabacoa,
2803:9790::/32,PY,PY-5,CAAGUAZU,
132.255.134.0/24,ID,ID-KR,Kendari City,
168.197.216.0/24,AR,AR-N,WANDA,
190.6.160.0/24,CO,CO-VAC,Cali,
190.97.82.0/24,CO,CO-VAC,Cartago,
190.97.94.0/24,CO,CO-VAC,Palmira,
181.224.92.0/23,CO,CO-CUN,Sopo,
186.33.48.0/21,CO,CO-DC,Bogota,
181.177.100.0/23,ID,ID-SU,Southeast Sulawesi,
161.0.71.0/24,ID,ID-MU,Makassar City,
103.239.234.0/24,MX,MX-PUE,Tehuacan,
201.94.148.0/25,CL,CL-RM,La Florida,
131.108.140.0/24,AR,AR-N,Leandro N Alem,
131.108.142.0/24,AR,AR-N,Leandro N Alem,
131.108.141.0/24,AR,AR-N,Apostoles,
131.108.143.0/24,AR,AR-N,Apostoles,
190.98.133.8/31,BR,BR-SP,Sao Paulo,
200.7.160.0/20,BO,BO-L,La Paz,
181.79.199.0/24,GT,GT-GU,Ciudad de guatemala,
181.79.200.0/24,SV,SV-SS,,
138.36.136.0/22,ID,ID-SR,Makassar City,
2803:8690:100::/40,EC,EC-R,Ricaurte,
2803:8690:200::/40,EC,EC-R,Ricaurte,
2803:8690:300::/40,EC,EC-R,Ricaurte,
2803:8690:400::/40,EC,EC-R,Ricaurte,
2803:8690:600::/40,EC,EC-R,Ricaurte,
2803:8690:500::/40,EC,EC-R,Ricaurte,
2803:8690:700::/40,EC,EC-R,Ricaurte,
2803:8690:800::/40,EC,EC-R,Ricaurte,
2803:8690:900::/40,EC,EC-R,Ricaurte,
186.167.0.0/20,VE,VE-A,Caracas,
186.167.16.0/20,VE,VE-G,Valencia,
186.167.32.0/20,VE,VE-V,Maracaibo,
186.167.48.0/20,VE,VE-K,Barquisimeto,
186.167.64.0/20,VE,VE-B,Puerto La Cruz,
186.167.160.0/20,VE,VE-A,Caracas,
186.167.176.0/20,VE,VE-G,Valencia,
186.167.192.0/20,VE,VE-A,Caracas,
186.167.208.0/20,VE,VE-G,Valencia,
186.167.80.0/20,VE,VE-A,Caracas,
186.167.96.0/20,VE,VE-G,Valencia,
186.167.112.0/20,VE,VE-G,Valencia,
186.167.224.0/20,VE,VE-A,Caracas,
186.167.240.0/20,VE,VE-A,Caracas,
190.121.224.0/24,VE,VE-A,Caracas,
200.71.240.0/21,VE,VE-A,Caracas,
190.121.225.0/24,VE,VE-A,Caracas,
190.121.226.0/24,VE,VE-A,Caracas,
190.121.227.0/24,VE,VE-G,Valencia,
190.121.228.0/24,VE,VE-G,Valencia,
190.121.229.0/24,VE,VE-V,Maracaibo,
190.121.230.0/24,VE,VE-V,Maracaibo,
190.121.231.0/24,VE,VE-K,Barquisimeto,
190.121.232.0/24,VE,VE-K,Barquisimeto,
190.121.233.0/24,VE,VE-B,Puerto La Cruz,
190.121.234.0/24,VE,VE-B,Puerto La Cruz,
190.121.236.0/24,VE,VE-A,Caracas,
190.121.237.0/24,VE,VE-A,Caracas,
190.121.238.0/24,VE,VE-A,Caracas,
190.121.239.0/24,VE,VE-A,Caracas,
148.227.76.0/24,PE,PE-LIM,Lima,
2800:930::/32,VE,VE-A,Caracas,
190.114.32.0/19,CL,CL-RM,,
2800:937::/32,VE,VE-A,Caracas,
66.128.32.0/20,AR,AR-E,Chajari,
2803:9680::/32,AR,AR-E,Chajari,
2800:934::/32,VE,VE-G,Valencia,
2803:da90::/32,VE,VE-G,Valencia,
179.61.74.24/30,MX,MX-CMX,Ciudad de Mexico,
181.78.40.0/23,PY,PY-ASU,,
181.78.42.0/23,PE,PE-LIM,,
181.78.44.0/23,HN,HN-CR,san pedrosula,
181.78.46.0/23,MX,MX-YUC,Merida,
181.78.48.0/22,GT,GT-GU,,
181.78.52.0/22,PA,PA-8,,
181.78.60.0/23,SV,SV-SS,,
148.227.77.0/24,PE,PE-LIM,Lima,
168.196.242.0/23,CH,CH-ZH,Zurich,
191.102.153.0/24,TJ,TJ-DU,Dushanbe,
190.61.81.0/24,NI,NI-MN,,
2803:4150::/32,CO,CO-NSA,Cucuta,
190.61.6.0/24,GT,GT-GU,,
201.49.187.0/24,DO,DO-25,Santiago,
170.244.41.0/24,DO,DO-01,Santo Domingo,
103.8.93.0/24,DO,DO-21,San Cristobal,
201.49.186.0/24,DO,DO-21,Haina,
179.61.74.16/29,MX,MX-CMX,Ciudad de Mexico,
190.242.193.0/24,BB,BB-01,Bridgetown,
186.68.124.0/23,EC,EC-L,Loja,
186.70.168.0/23,EC,EC-M,Manta,
181.79.202.0/23,GT,GT-GU,,
181.79.204.0/23,SV,SV-SS,,
200.55.0.0/20,AR,AR-B,Buenos Aires,
200.55.16.0/21,AR,AR-B,Buenos Aires,
200.55.24.0/23,AR,AR-B,Buenos Aires,
200.55.28.0/22,AR,AR-B,Buenos Aires,
200.55.32.0/21,AR,AR-B,Buenos Aires,
200.55.40.0/24,AR,AR-B,Buenos Aires,
200.55.42.0/23,AR,AR-B,Buenos Aires,
200.55.44.0/22,AR,AR-B,Buenos Aires,
200.55.48.0/21,AR,AR-B,Buenos Aires,
200.55.56.0/21,AR,AR-B,Buenos Aires,
201.234.88.0/24,AR,AR-B,Buenos Aires,
201.234.90.0/23,AR,AR-B,Buenos Aires,
201.234.92.0/22,AR,AR-B,Buenos Aires,
201.234.97.0/24,AR,AR-B,Buenos Aires,
201.234.99.0/24,AR,AR-B,Buenos Aires,
201.234.100.0/22,AR,AR-B,Buenos Aires,
201.234.104.0/21,AR,AR-B,Buenos Aires,
201.182.78.0/24,EC,EC-M,Manta,
201.182.79.0/24,EC,EC-M,Manta,
2803:2650:100::/40,EC,EC-M,Bahia de Caraquez,
2803:2650:200::/40,EC,EC-M,Bahia de Caraquez,
2803:2650:300::/40,EC,EC-M,Bahia de Caraquez,
2803:2650:400::/40,EC,EC-M,Bahia de Caraquez,
2803:2650:500::/40,EC,EC-M,Bahia de Caraquez,
2803:2650:600::/40,EC,EC-M,Bahia de Caraquez,
2803:2650:700::/40,EC,EC-M,Bahia de Caraquez,
2803:2650:800::/40,EC,EC-M,Bahia de Caraquez,
2803:2650:900::/40,EC,EC-M,Bahia de Caraquez,
190.89.29.132/30,VE,VE-J,Tucupido,
189.197.205.0/24,MX,MX-SON,Cananea,
148.224.22.0/24,CO,CO-AMA,Leticia,
168.196.240.0/24,US,US-NY,new york,
190.120.250.208/29,VE,VE-O,Margarita,
2803:60d0::/36,EC,EC-M,Manta,
2803:60d0:1000::/36,EC,EC-M,Manta,
2803:5c90::/32,AR,AR-V,Tolhuin,
190.103.28.28/30,VE,VE-G,Puerto Cabello,
190.103.28.116/30,VE,VE-G,Puerto Cabello,
190.103.28.164/30,VE,VE-J,San Juan de los Morros,
190.89.30.28/30,VE,VE-J,Calabozo,
190.103.29.200/30,VE,VE-J,Valle la Pascua,
190.103.30.132/30,VE,VE-U,Nirgua,
190.103.30.112/30,VE,VE-U,Nirgua,
190.103.29.196/30,VE,VE-J,Valle la Pascua,
190.103.29.20/30,VE,VE-J,Calabozo,
190.103.29.84/30,VE,VE-R,Carupano,
190.103.29.180/30,VE,VE-J,Calabozo,
2803:c000:13e:1::190/126,VE,VE-G,Puerto Cabello,
2803:c000:13e:1::198/126,VE,VE-J,Calabozo,
2803:c000:13e:1::200/126,VE,VE-J,Valle la Pascua,
2803:c000:13e:1::1d4/126,VE,VE-J,San Juan de los Morros,
2803:c000:13e:1::208/126,VE,VE-R,Carupano,
2803:c000:13e:1::1a0/126,VE,VE-U,Nirgua,
2803:c000:13e:1::1b0/126,VE,VE-U,Nirgua,
2803:c000:13e:1::194/126,VE,VE-G,Puerto Cabello,
2803:c000:13e:1::19c/126,VE,VE-J,Calabozo,
2803:c000:13e:1::204/126,VE,VE-J,Valle la Pascua,
2803:c000:13e:1::1d8/126,VE,VE-J,San Juan de los Morros,
2803:c000:13e:1::20c/126,VE,VE-R,Carupano,
2803:c000:13e:1::1a4/126,VE,VE-U,Nirgua,
2803:d710::/32,PE,PE-LIM,ANCON,
2803:5350::/32,PE,PE-HUC,Huanuco,
45.172.179.0/24,CO,CO-NSA,Cucuta,
138.117.4.0/22,NI,NI-MN,Managua,
170.84.132.0/22,NI,NI-MN,Managua,
190.89.30.20/30,VE,VE-X,La Guaira,
181.79.80.0/20,CO,CO-DC,Bogota,
2803:2750::/32,CO,CO-MAG,Santa Marta,
45.7.140.0/22,VE,VE-G,Guacara,
2803:4810::/32,VE,VE-G,Guacara,
148.230.16.0/20,GT,GT-GU,Guatemala,
45.236.244.0/23,PY,PY-14,Salto del Guaira,
45.236.246.0/23,PY,PY-14,Salto del Guaira,
200.123.200.0/23,TT,TT-POS,Port of Spain,
2803:9840::/32,NI,NI-MN,Managua,
138.186.160.0/22,AR,AR-N,Garupa,
201.139.80.0/22,AR,AR-N,Garupa,
2803:580::/32,AR,AR-N,Garupa,
201.139.83.0/29,AR,AR-N,Posadas,
201.139.83.8/29,AR,AR-N,Posadas,
201.139.81.8/29,AR,AR-N,Posadas,
